No,me,DN,me_name,related_me_name,alarm_severity,alarm_category,alarm_name,alarm_desc,raised_time,me_ip,moc,additional_info,alarm_id,product,me_id,board_type,alarm_object,position
,TJL017_TAB2WARUKIN(292017),"SubNetwork=2105,ManagedElement=292017,TransportNetwork=1,PtpLink=1",TJL017_TAB2WARUKIN(292017),,Minor,Communication Alarm,1588 clock link fault(198096841),1588 Clock link packet delay variation(PDV) is too large,20220324 10:47:35,10.234.250.2,ITBBU,"G BSCId: 310; U RNCId: 764; Location: rack=1,shelf=1,board=1.",1605541970635,"LTE,UMTS,GSM",292017,,PtpLink,"TransportNetwork=1,PtpLink=1"
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220324 11:25:29,,Local EM,"User vsapto input wrong login password from 10.38.86.152, Login time:2022-03-24T11:25:56+07:00.",1605543564514,,,,,
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220324 11:26:29,,Local EM,"User vyogie input wrong login password from 10.38.86.152, Login time:2022-03-24T11:26:29+07:00.",1605543564515,,,,,
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220324 11:38:29,,Local EM,"User vlutfie input wrong login password from 10.38.73.232, Login time:2022-03-24T11:38:29+07:00.",1605543564534,,,,,
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220324 19:43:53,,Local EM,"User vsigmund input wrong login password from 10.38.80.52, Login time:2022-03-24T19:43:53+07:00.",1605543565285,,,,,
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220325 06:27:55,,Local EM,"User gilardwt input wrong login password from 10.48.3.89, Login time:2022-04-07T06:33:56+07:00.",1605543566185,,,,,
,KKP021_PLKUPANG-DMT(300021),"SubNetwork=2109,ManagedElement=300021,Equipment=1,ReplaceableUnit=83",KKP021_PLKUPANG-DMT(300021),,Minor,Equipment Alarm,External extended device fault(198098468),Not Calibrated,20220325 10:04:05,10.230.224.199,ITBBU,"G BSCId: 316; U RNCId: 781; AISG Device ID: 1,Rack ID: 7,Device type: MULTI_RET.Location: rack=83,shelf=1,board=1.",1605541578228,"UMTS,GSM,LTE FDD",300021,R8894E M1821(A8A),ReplaceableUnit,"Equipment=1,ReplaceableUnit=83"
,PPS235_DESAHANUABANAMA-DMT(309235),"SubNetwork=2109,ManagedElement=309235,Equipment=1,DryContactCable=1",PPS235_DESAHANUABANAMA-DMT(309235),,Critical,Equipment Alarm,MAINS FAIL(198092571),,20220325 10:06:51,10.234.254.70,ITBBU,"G BSCId: 316; Location: rack=1,shelf=1,board=13.",1605544171206,"LTE,GSM",309235,VEMc1,DryContactCable,"Equipment=1,DryContactCable=1"
,COH097_COMKM30-DMT(507097),"SubNetwork=2103,ManagedElement=507097,Equipment=1,DryContactCable=1",COH097_COMKM30-DMT(507097),,Critical,Equipment Alarm,MAINS FAIL(198092571),,20220325 10:26:58,10.234.249.43,ITBBU,"G BSCId: 315; U RNCId: 765; Location: rack=1,shelf=1,board=13.",1605542566997,"LTE,UMTS,GSM",507097,VEMc1,DryContactCable,"Equipment=1,DryContactCable=1"
,TML161_DESAPATUNG-TBG(311161),"SubNetwork=2103,ManagedElement=311161,Equipment=1,Cabinet=Cabinet-1",TML161_DESAPATUNG-TBG(311161),,Major,Processing Error Alarm,The hardware type is different from the configuration(198092029),The physically connected cabinet type is inconsistent with that configured in the webmaster,20220325 11:31:24,10.234.254.166,ITBBU,"G BSCId: 315; type of the physically connected cabinet: 5.Location: rack=1,shelf=1,board=18.",1605542184712,"LTE,GSM",311161,,Cabinet,"Equipment=1,Cabinet=Cabinet-1"
,PBU208_GERILYAKUMAI-TBG(298208),"SubNetwork=2107,ManagedElement=298208,Equipment=1,ReplaceableUnit=53",PBU208_GERILYAKUMAI-TBG(298208),,Minor,Equipment Alarm,External extended device fault(198098468),Communication link is broken,20220325 12:02:54,10.230.225.134,ITBBU,"G BSCId: 319; U RNCId: 766; AISG Device ID: 1,Rack ID: 8,Device type: MULTI_RET.Location: rack=53,shelf=1,board=1.",1605542421401,"GSM,LTE FDD",298208,R8852E S9000(A8A),ReplaceableUnit,"Equipment=1,ReplaceableUnit=53"
,COH655_COMBATRASAU2(507655),"SubNetwork=2106,ManagedElement=507655,Equipment=1,DryContactCable=3",COH655_COMBATRASAU2(507655),,Critical,Equipment Alarm,LOW BATT(198092573),,20220325 17:43:27,10.238.225.175,ITBBU,"G BSCId: 307; U RNCId: 0; Location: rack=1,shelf=1,board=13.",1605543164686,"LTE,GSM",507655,VEMc1,DryContactCable,"Equipment=1,DryContactCable=3"
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220325 18:09:51,,Local EM,"User irsalperP761091 input wrong login password from 10.38.64.12, Login time:2022-03-25T18:09:51+07:00.",1605543567245,,,,,
,KKN005_TUMBANGMIRI(308005),"SubNetwork=2108,ManagedElement=308005,TransportNetwork=1,PtpLink=1",KKN005_TUMBANGMIRI(308005),,Minor,Communication Alarm,1588 clock link fault(198096841),1588 Clock link packet delay variation(PDV) is too large,20220325 19:26:56,10.234.254.148,ITBBU,"G BSCId: 316; U RNCId: 769; Location: rack=1,shelf=1,board=1.",1605541580452,"LTE,UMTS,GSM",308005,,PtpLink,"TransportNetwork=1,PtpLink=1"
,KGN047_KANDANGAN13-PTI(288047),"SubNetwork=2105,ManagedElement=288047,Equipment=1,DryContactCable=5",KGN047_KANDANGAN13-PTI(288047),,Major,Equipment Alarm,GENSET RUNNING(198092575),,20220326 04:49:56,10.234.248.105,ITBBU,"G BSCId: 312; U RNCId: 764; Location: rack=1,shelf=1,board=13.",1605543382481,"LTE,UMTS,GSM",288047,VEMc1,DryContactCable,"Equipment=1,DryContactCable=5"
,KTP017_STOAIRHTM-DMT(275017),"SubNetwork=2106,ManagedElement=275017,TransportNetwork=1,PtpLink=1",KTP017_STOAIRHTM-DMT(275017),,Minor,Communication Alarm,1588 clock link fault(198096841),1588 Clock link packet delay variation(PDV) is too large,20220326 05:19:41,10.238.243.134,ITBBU,"G BSCId: 308; U RNCId: 755; Sync:1.Location: rack=1,shelf=1,board=1.",1605543382555,"LTE,UMTS,GSM",275017,,PtpLink,"TransportNetwork=1,PtpLink=1"
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220326 09:25:21,,Local EM,"User irsalperP761092 input wrong login password from 10.40.114.92, Login time:2022-03-26T09:25:44+07:00.",1605543568362,,,,,
,KKP021_PLKUPANG-DMT(300021),"SubNetwork=2109,ManagedElement=300021,Equipment=1,Cabinet=Cabinet-1,PresetDryContactCable=2",KKP021_PLKUPANG-DMT(300021),,Major,Environment Alarm,Door control alarm(198092044),,20220326 10:05:03,10.230.224.199,ITBBU,"G BSCId: 316; U RNCId: 781; Location: rack=1,shelf=1,board=18.",1605541582413,"LTE,UMTS,GSM",300021,FCE,PresetDryContactCable,"Equipment=1,Cabinet=Cabinet-1,PresetDryContactCable=2"
,KKP021_PLKUPANG-DMT(300021),"SubNetwork=2109,ManagedElement=300021,Equipment=1,ReplaceableUnit=FCE_18",KKP021_PLKUPANG-DMT(300021),,Minor,Equipment Alarm,Temperature sensor abnormal(198092071),Temperature sensor at the air intake of outer air circulation,20220326 10:06:27,10.230.224.199,ITBBU,"G BSCId: 316; U RNCId: 781; Location: rack=1,shelf=1,board=18.",1605541582415,"LTE,UMTS,GSM",300021,FCE,ReplaceableUnit,"Equipment=1,ReplaceableUnit=FCE_18"
,KKP021_PLKUPANG-DMT(300021),"SubNetwork=2109,ManagedElement=300021,Equipment=1,ReplaceableUnit=FCE_18",KKP021_PLKUPANG-DMT(300021),,Major,Communication Alarm,Board communication link interrupted(198097060),Management channel,20220326 10:07:36,10.230.224.199,ITBBU,"G BSCId: 316; U RNCId: 781; Location: rack=1,shelf=1,board=18.",1605541582425,"LTE,UMTS,GSM",300021,FCE,ReplaceableUnit,"Equipment=1,ReplaceableUnit=FCE_18"
,PBU037_PASANAH-PTI(298037),"SubNetwork=2107,ManagedElement=298037,Equipment=1,DryContactCable=5",PBU037_PASANAH-PTI(298037),,Major,Equipment Alarm,GENSET RUNNING(198092575),,20220326 13:36:59,10.230.225.110,ITBBU,"G BSCId: 319; U RNCId: 766; Location: rack=1,shelf=1,board=13.",1605542431536,"LTE,UMTS,GSM",298037,VEMc1,DryContactCable,"Equipment=1,DryContactCable=5"
,PBU219_PSANJAYA119-DMT(298219),"SubNetwork=2107,ManagedElement=298219,Equipment=1,DryContactCable=1",PBU219_PSANJAYA119-DMT(298219),,Critical,Equipment Alarm,MAINS FAIL(198092571),,20220326 13:53:52,10.230.226.75,ITBBU,"G BSCId: 320; U RNCId: 766; Location: rack=1,shelf=1,board=13.",1605542188347,"LTE,UMTS,GSM",298219,VEMc1,DryContactCable,"Equipment=1,DryContactCable=1"
,TJL111_CONCHTANJUNG-SCO(292111),"SubNetwork=2105,ManagedElement=292111,Equipment=1,Cabinet=Cabinet-1,PresetDryContactCable=5",TJL111_CONCHTANJUNG-SCO(292111),,Minor,Environment Alarm,Smoke alarm(198092046),,20220326 14:30:33,10.234.250.11,ITBBU,"G BSCId: 310; U RNCId: 764; Location: rack=1,shelf=1,board=18.",1605544175013,"LTE,UMTS,GSM",292111,FCE,PresetDryContactCable,"Equipment=1,Cabinet=Cabinet-1,PresetDryContactCable=5"
,SAG065_TJGBUNUT(280065),"SubNetwork=2110,ManagedElement=280065,Equipment=1,Cabinet=Cabinet-1,PresetDryContactCable=5",SAG065_TJGBUNUT(280065),,Minor,Environment Alarm,Smoke alarm(198092046),,20220326 14:31:56,10.238.229.136,ITBBU,"G BSCId: 302; U RNCId: 758; Location: rack=1,shelf=1,board=18.",1605541583294,"LTE,UMTS,GSM",280065,FCE,PresetDryContactCable,"Equipment=1,Cabinet=Cabinet-1,PresetDryContactCable=5"
,KKP195_PTTOP(300195),"SubNetwork=2109,ManagedElement=300195,TransportNetwork=1,PtpLink=1",KKP195_PTTOP(300195),,Minor,Communication Alarm,1588 clock link fault(198096841),1588 Clock link packet delay variation(PDV) is too large,20220326 15:23:37,10.234.255.41,ITBBU,"G BSCId: 315; U RNCId: 765; Location: rack=1,shelf=1,board=1.",1605543165883,"LTE,UMTS,GSM",300195,,PtpLink,"TransportNetwork=1,PtpLink=1"
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220326 16:11:02,,Local EM,"User akmallasP772450 input wrong login password from 10.40.117.58, Login time:2022-03-26T16:11:02+07:00.",1605543568934,,,,,
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220326 18:33:45,,Local EM,"User vlutfie input wrong login password from 10.38.70.127, Login time:2022-03-26T18:33:45+07:00.",1605543569229,,,,,
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220326 19:56:01,,Local EM,"User akmallasP767666 input wrong login password from 10.38.70.249, Login time:2022-03-26T19:56:18+07:00.",1605543569426,,,,,
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220326 19:56:42,,Local EM,"User akmallasP772450 input wrong login password from 10.38.70.249, Login time:2022-03-26T19:56:42+07:00.",1605543569429,,,,,
,KTP059_SEPONTIJAYA(275059),"SubNetwork=2106,ManagedElement=275059,TransportNetwork=1,PtpLink=1",KTP059_SEPONTIJAYA(275059),,Minor,Communication Alarm,1588 clock link fault(198096841),1588 Clock link packet delay variation(PDV) is too large,20220327 00:49:53,10.238.243.14,ITBBU,"G BSCId: 308; U RNCId: 755; Sync:1.Location: rack=1,shelf=1,board=1.",1605542433734,"LTE,UMTS,GSM",275059,,PtpLink,"TransportNetwork=1,PtpLink=1"
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220327 02:46:44,,Local EM,"User xekapras input wrong login password from 10.38.72.63, Login time:2022-03-27T02:46:55+07:00.",1605543570195,,,,,
,PLK734_BUKITRAWI(303734),"SubNetwork=2109,ManagedElement=303734,Equipment=1,DryContactCable=1",PLK734_BUKITRAWI(303734),,Critical,Equipment Alarm,MAINS FAIL(198092571),,20220327 05:31:01,10.234.254.71,ITBBU,"Location: rack=1,shelf=1,board=13.",1605542434455,"LTE,UMTS,GSM",303734,VEMc1,DryContactCable,"Equipment=1,DryContactCable=1"
,BLC122_TRANSMIGRASI-PTI(295122),"SubNetwork=2104,ManagedElement=295122,Equipment=1,ReplaceableUnit=81",BLC122_TRANSMIGRASI-PTI(295122),,Minor,Equipment Alarm,External extended device fault(198098468),Not Calibrated,20220327 05:32:00,10.234.250.105,ITBBU,"G BSCId: 311; U RNCId: 763; AISG Device ID: 4,Rack ID: 5,Device type: MULTI_RET.Location: rack=81,shelf=1,board=1.",1605541177470,"UMTS,GSM,LTE FDD",295122,R9224E M1821(AAA),ReplaceableUnit,"Equipment=1,ReplaceableUnit=81"
,PBU015_NATAIKERBAU(298015),"SubNetwork=2107,ManagedElement=298015,TransportNetwork=1,PtpLink=1",PBU015_NATAIKERBAU(298015),,Minor,Communication Alarm,1588 clock link fault(198096841),1588 Clock link packet delay variation(PDV) is too large,20220327 05:42:03,10.230.226.5,ITBBU,"Location: rack=1,shelf=1,board=1.",1605541585975,"LTE,UMTS,GSM",298015,,PtpLink,"TransportNetwork=1,PtpLink=1"
,KBA143_PULAUKERASIAN-DMT(291143),"SubNetwork=2104,ManagedElement=291143,Equipment=1,DryContactCable=7",KBA143_PULAUKERASIAN-DMT(291143),,Critical,Equipment Alarm,BATTERY STOLEN(198092577),,20220327 09:50:49,10.234.251.101,ITBBU,"G BSCId: 311; U RNCId: 763; Location: rack=1,shelf=1,board=13.",1605543166725,"LTE,UMTS,GSM",291143,VEMc1,DryContactCable,"Equipment=1,DryContactCable=7"
,BRI012_PEMANGKIH(289012),"SubNetwork=2105,ManagedElement=289012,Equipment=1,Cabinet=Cabinet-1,PresetDryContactCable=2",BRI012_PEMANGKIH(289012),,Major,Environment Alarm,Door control alarm(198092044),,20220327 15:27:57,10.234.248.7,ITBBU,"G BSCId: 312; U RNCId: 764; Location: rack=1,shelf=1,board=18.",1605542970781,"LTE,UMTS,GSM",289012,FCE,PresetDryContactCable,"Equipment=1,Cabinet=Cabinet-1,PresetDryContactCable=2"
,KTP152_MULIAKRT-PTI(275152),"SubNetwork=2106,ManagedElement=275152,Equipment=1,ReplaceableUnit=FCE_18",KTP152_MULIAKRT-PTI(275152),,Minor,Equipment Alarm,Temperature sensor abnormal(198092071),Temperature sensor at the air outlet of inner air circulation,20220327 19:00:43,10.238.226.46,ITBBU,"Location: rack=1,shelf=1,board=18.",1605542781862,"LTE,UMTS,GSM",275152,FCE,ReplaceableUnit,"Equipment=1,ReplaceableUnit=FCE_18"
,PPS054_HENDA(309054),"SubNetwork=2109,ManagedElement=309054,Equipment=1,DryContactCable=1",PPS054_HENDA(309054),,Critical,Equipment Alarm,MAINS FAIL(198092571),,20220327 21:00:30,10.230.224.67,ITBBU,"G BSCId: 322; Location: rack=1,shelf=1,board=13.",1605542191697,"LTE,GSM",309054,VEMc1,DryContactCable,"Equipment=1,DryContactCable=1"
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220327 21:15:03,,Local EM,"User akmallasP767669 input wrong login password from 10.38.89.200, Login time:2022-03-27T21:15:03+07:00.",1605543571657,,,,,
,MTP123_SEIRANGAS(285123),"SubNetwork=2102,ManagedElement=285123,Equipment=1,DryContactCable=5",MTP123_SEIRANGAS(285123),,Major,Equipment Alarm,GENSET RUNNING(198092575),,20220328 01:30:45,10.234.247.193,ITBBU,"Location: rack=1,shelf=1,board=13.",1605541773847,"LTE,GSM",285123,VEMc1,DryContactCable,"Equipment=1,DryContactCable=5"
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220328 07:37:58,,Local EM,"User syaidulfit input wrong login password from 10.38.64.209, Login time:2022-03-28T07:37:58+07:00.",1605543572246,,,,,
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220328 07:43:45,,Local EM,"User anakaga input wrong login password from 10.38.64.209, Login time:2022-03-28T07:43:45+07:00.",1605543572250,,,,,
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220328 07:44:37,,Local EM,"User juandagao input wrong login password from 10.38.64.209, Login time:2022-03-28T07:44:37+07:00.",1605543572251,,,,,
,RTA103_MARAMPIAU-CMI(294103),"SubNetwork=2105,ManagedElement=294103,TransportNetwork=1,PtpLink=1",RTA103_MARAMPIAU-CMI(294103),,Minor,Communication Alarm,1588 clock link fault(198096841),1588 Clock link packet received abnormally,20220328 10:48:39,10.234.248.215,ITBBU,"Location: rack=1,shelf=1,board=1.",1605542783072,"LTE,GSM",294103,,PtpLink,"TransportNetwork=1,PtpLink=1"
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220328 10:54:36,,Local EM,"User akmallasP767669 input wrong login password from 10.38.71.52, Login time:2022-03-28T10:54:36+07:00.",1605543572439,,,,,
,PTK486_LANALSUDARSO-TBG(278486),"SubNetwork=2106,ManagedElement=278486,Equipment=1,DryContactCable=2",PTK486_LANALSUDARSO-TBG(278486),,Critical,Equipment Alarm,MODULE RECT FAIL(198092572),,20220328 19:27:15,10.238.224.49,ITBBU,"Location: rack=1,shelf=1,board=13.",1605543573424,"LTE,UMTS,GSM",278486,VEMc1,DryContactCable,"Equipment=1,DryContactCable=2"
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220328 21:35:56,,Local EM,"User vlutfie input wrong login password from 10.38.83.197, Login time:2022-03-28T21:37:14+07:00.",1605543573760,,,,,
,EM,,EM,,Warning,OMC Alarm,Wrong login password(1050),,20220328 21:36:37,,Local EM,"User vswindra input wrong login password from 10.38.83.197, Login time:2022-03-28T21:36:37+07:00.",1605543573761,,,,,
,KBA014_RSUKOTABARU(291014),"SubNetwork=2104,ManagedElement=291014,Equipment=1,ReplaceableUnit=82",KBA014_RSUKOTABARU(291014),,Minor,Equipment Alarm,External extended device fault(198098468),Communication link is broken,20220319 15:06:43,10.234.251.40,ITBBU,"G BSCId: 311; U RNCId: 763; AISG Device ID: 1,Rack ID: 3,Device type: RETC.AISG Device ID: 2,Rack ID: 3,Device type: RETC.AISG Device ID: 3,Rack ID: 3,Device type: RETC.AISG Device ID: 4,Rack ID: 3,Device type: RETC.Sync:1.Location: rack=82,shelf=1,board=1.",1605545952077,"UMTS,GSM,LTE FDD",291014,R9224E M1821(AAA),ReplaceableUnit,"Equipment=1,ReplaceableUnit=82"
,PLK021_YOSSUDARSO(303021),"SubNetwork=2108,ManagedElement=303021,Equipment=1,ReplaceableUnit=83",PLK021_YOSSUDARSO(303021),,Minor,Equipment Alarm,External extended device fault(198098468),Communication link is broken,20220313 18:17:06,10.234.191.15,ITBBU,"G BSCId: 322; U RNCId: 781; AISG Device ID: 1,Rack ID: 7,Device type: MULTI_RET.AISG Device ID: 2,Rack ID: 7,Device type: MULTI_RET.AISG Device ID: 3,Rack ID: 7,Device type: MULTI_RET.AISG Device ID: 4,Rack ID: 7,Device type: MULTI_RET.AISG Device ID: 5,Rack ID: 7,Device type: MULTI_RET.Location: rack=83,shelf=1,board=1.",1605545152081,"UMTS,GSM,LTE FDD",303021,R9224E M1821(AAA),ReplaceableUnit,"Equipment=1,ReplaceableUnit=83"
,PTK005_GUBERNURAN(278005),"SubNetwork=2106,ManagedElement=278005,SupportFunction=1,SntpConfig=1",PTK005_GUBERNURAN(278005),,Minor,Processing Error Alarm,NTP time adjustment failure(198097452),,20220201 11:06:23,10.238.225.71,ITBBU,"G BSCId: 306; U RNCId: 756; master ip:10.40.48.9,slave ip:10.40.48.9.Location: rack=1,shelf=1,board=1.",1605547352078,"LTE,UMTS,GSM",278005,,SntpConfig,"SupportFunction=1,SntpConfig=1"
,BNT085_MERDEKABUNTOK-PTI(301085),"SubNetwork=2103,ManagedElement=301085,Equipment=1,ReplaceableUnit=82",BNT085_MERDEKABUNTOK-PTI(301085),,Minor,Equipment Alarm,External extended device fault(198098468),Communication link is broken,20220324 13:12:18,10.234.254.239,ITBBU,"G BSCId: 315; U RNCId: 765; AISG Device ID: 1,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 2,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 3,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 4,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 5,Rack ID: 3,Device type: MULTI_RET.Sync:1.Location: rack=82,shelf=1,board=1.",1605546152078,"UMTS,GSM,LTE FDD",301085,R9224E M1821(AAA),ReplaceableUnit,"Equipment=1,ReplaceableUnit=82"
,KKP021_PLKUPANG-DMT(300021),"SubNetwork=2109,ManagedElement=300021,Equipment=1,ReplaceableUnit=82",KKP021_PLKUPANG-DMT(300021),,Minor,Equipment Alarm,External extended device fault(198098468),Communication link is broken,20220326 13:35:19,10.230.224.199,ITBBU,"G BSCId: 316; U RNCId: 781; AISG Device ID: 1,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 2,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 3,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 4,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 5,Rack ID: 3,Device type: MULTI_RET.Sync:1.Location: rack=82,shelf=1,board=1.",1605547752082,"UMTS,GSM,LTE FDD",300021,R8894E M1821(A8A),ReplaceableUnit,"Equipment=1,ReplaceableUnit=82"
,KKP021_PLKUPANG-DMT(300021),"SubNetwork=2109,ManagedElement=300021,Equipment=1,ReplaceableUnit=83",KKP021_PLKUPANG-DMT(300021),,Minor,Equipment Alarm,External extended device fault(198098468),Communication link is broken,20220326 21:08:26,10.230.224.199,ITBBU,"G BSCId: 316; U RNCId: 781; AISG Device ID: 1,Rack ID: 7,Device type: MULTI_RET.AISG Device ID: 2,Rack ID: 7,Device type: MULTI_RET.AISG Device ID: 3,Rack ID: 7,Device type: MULTI_RET.AISG Device ID: 4,Rack ID: 7,Device type: MULTI_RET.AISG Device ID: 5,Rack ID: 7,Device type: MULTI_RET.Sync:1.Location: rack=83,shelf=1,board=1.",1605547752083,"UMTS,GSM,LTE FDD",300021,R8894E M1821(A8A),ReplaceableUnit,"Equipment=1,ReplaceableUnit=83"
,PLK205_YOSSUDARSO2-TBG(303205),"SubNetwork=2108,ManagedElement=303205,Equipment=1,ReplaceableUnit=82",PLK205_YOSSUDARSO2-TBG(303205),,Minor,Equipment Alarm,External extended device fault(198098468),Communication link is broken,20220325 01:43:30,10.234.191.118,ITBBU,"G BSCId: 322; U RNCId: 781; AISG Device ID: 1,Rack ID: 4,Device type: MULTI_RET.AISG Device ID: 2,Rack ID: 4,Device type: MULTI_RET.AISG Device ID: 3,Rack ID: 4,Device type: MULTI_RET.AISG Device ID: 4,Rack ID: 4,Device type: MULTI_RET.AISG Device ID: 5,Rack ID: 4,Device type: MULTI_RET.Sync:1.Location: rack=82,shelf=1,board=1.",1605547352082,"UMTS,GSM,LTE FDD",303205,R9224E M1821(AAA),ReplaceableUnit,"Equipment=1,ReplaceableUnit=82"
,BJM060_KAMPUSUNLAM(286060),"SubNetwork=2102,ManagedElement=286060,Equipment=1,ReplaceableUnit=82",BJM060_KAMPUSUNLAM(286060),,Minor,Equipment Alarm,External extended device fault(198098468),Communication link is broken,20220321 21:05:29,10.234.247.97,ITBBU,"G BSCId: 309; U RNCId: 762; AISG Device ID: 1,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 2,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 3,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 4,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 5,Rack ID: 3,Device type: MULTI_RET.Sync:1.Location: rack=82,shelf=1,board=1.",1605545152090,"UMTS,GSM,LTE FDD",286060,R9224E M1821(AAA),ReplaceableUnit,"Equipment=1,ReplaceableUnit=82"
,BLC172_WANASARI-EBT(295172),"SubNetwork=2104,ManagedElement=295172,Equipment=1,ReplaceableUnit=FCE_18",BLC172_WANASARI-EBT(295172),,Minor,Equipment Alarm,FCE fan faulty(198092069),,20220226 04:43:29,10.234.250.147,ITBBU,"G BSCId: 311; U RNCId: 763; 1st fan faulty,2nd fan faulty,3rd fan faulty,4th fan faulty,5th fan faulty,6th fan faulty,7th fan faulty,8th fan faulty,9th fan faulty.Location: rack=1,shelf=1,board=18.",1605547552087,"LTE,UMTS,GSM",295172,FCE,ReplaceableUnit,"Equipment=1,ReplaceableUnit=FCE_18"
,COH659_COMBATPELABUHANRASAU(507659),"SubNetwork=2106,ManagedElement=507659,Equipment=1,ReplaceableUnit=53",COH659_COMBATPELABUHANRASAU(507659),,Minor,Equipment Alarm,External extended device fault(198098468),Communication link is broken,20220324 08:29:33,10.238.225.185,ITBBU,"G BSCId: 307; U RNCId: 0; AISG Device ID: 1,Rack ID: 8,Device type: MULTI_RET.AISG Device ID: 2,Rack ID: 8,Device type: MULTI_RET.AISG Device ID: 3,Rack ID: 8,Device type: MULTI_RET.AISG Device ID: 4,Rack ID: 8,Device type: MULTI_RET.AISG Device ID: 5,Rack ID: 8,Device type: MULTI_RET.Sync:1.Location: rack=53,shelf=1,board=1.",1605546952094,"GSM,LTE FDD",507659,R8852E S9000(A8A),ReplaceableUnit,"Equipment=1,ReplaceableUnit=53"
,BJM365_AYANIBJMKM5-STP(286365),"SubNetwork=2102,ManagedElement=286365,Equipment=1,ReplaceableUnit=83",BJM365_AYANIBJMKM5-STP(286365),,Minor,Equipment Alarm,External extended device fault(198098468),Communication link is broken,20220323 09:34:14,10.234.246.46,ITBBU,"G BSCId: 309; U RNCId: 762; AISG Device ID: 1,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 2,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 3,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 4,Rack ID: 3,Device type: MULTI_RET.AISG Device ID: 5,Rack ID: 3,Device type: MULTI_RET.Sync:1.Location: rack=83,shelf=1,board=1.",1605547752089,"UMTS,GSM,LTE FDD",286365,R9224E M1821(AAA),ReplaceableUnit,"Equipment=1,ReplaceableUnit=83"
,KTP139_TBGKRGCAHAYA-TBG(5210),"SubNetwork=2106,ManagedElement=5210,SupportFunction=1,SntpConfig=1",KTP139_TBGKRGCAHAYA-TBG(5210),,Minor,Processing Error Alarm,NTP time adjustment failure(198097452),,20220318 11:35:02,10.236.86.211,ITBBU,"G BSCId: 305; master ip:10.40.48.9,slave ip:10.40.48.9.Location: rack=1,shelf=1,board=1.",1605545152094,GSM,5210,,SntpConfig,"SupportFunction=1,SntpConfig=1"
,SAG419_LINSOEMOEDAH-DMT(280419),"SubNetwork=2110,ManagedElement=280419,Equipment=1,ReplaceableUnit=FCE_18",SAG419_LINSOEMOEDAH-DMT(280419),,Major,Communication Alarm,Board communication link interrupted(198097060),Management channel,20220329 02:43:36,10.238.229.161,ITBBU,"G BSCId: 302; U RNCId: 758; Location: rack=1,shelf=1,board=18.",1605546553177,"LTE,UMTS,GSM",280419,FCE,ReplaceableUnit,"Equipment=1,ReplaceableUnit=FCE_18"
,PLK732_DARMOSUGONDO-PTI(303732),"SubNetwork=2108,ManagedElement=303732,TransportNetwork=1,PtpLink=1",PLK732_DARMOSUGONDO-PTI(303732),,Minor,Communication Alarm,1588 clock link fault(198096841),1588 Clock link packet delay variation(PDV) is too large,20220329 04:52:19,10.234.191.207,ITBBU,"G BSCId: 322; U RNCId: 781; Location: rack=1,shelf=1,board=1.",1605549952172,"LTE,UMTS,GSM",303732,,PtpLink,"TransportNetwork=1,PtpLink=1"
